grid_cell,grid_lat,grid_lon,n_events,weighted,high_sev,active_days,zone,cum_share
"13.06817,77.59225",13.068172,77.592251,143,292,6,21,Kodigehalli,0.7808
"13.00034,77.6107",13.000344,77.610701,146,292,0,50,Pulikeshinagar(F.Town),0.7814
"12.93252,77.61531",12.932516,77.615314,145,291,1,28,Adugodi,0.782
"12.97547,77.58994",12.975473,77.589945,136,291,19,21,Cubbon Park,0.7825
"12.94608,77.69834",12.946081,77.698339,128,291,35,16,HAL Old Airport,0.7831
"12.87373,77.6476",12.873732,77.647601,145,290,0,38,Hulimavu,0.7837
"12.98452,77.74447",12.984517,77.744465,98,289,93,6,Whitefield,0.7841
"12.94834,77.59686",12.948342,77.596863,144,288,0,36,Wilson Garden,0.7847
"13.02748,77.58533",13.027475,77.585332,143,287,1,53,R.T. Nagar,0.7853
"12.90991,77.62454",12.909906,77.624539,138,284,8,44,HSR Layout,0.7858
"12.99356,77.61531",12.993561,77.615314,141,283,1,49,Pulikeshinagar(F.Town),0.7864
"12.92573,77.6084",12.925733,77.608395,100,283,83,44,Mico Layout,0.7868
"13.07043,77.58994",13.070432,77.589945,140,282,2,33,Kodigehalli,0.7874
"12.93478,77.60609",12.934777,77.606089,110,281,61,44,Mico Layout,0.7878
"12.95965,77.63607",12.959647,77.63607,140,281,1,39,Halasur,0.7884
"12.99582,77.69142",12.995822,77.691421,129,280,22,26,Mahadevapura,0.7889
"12.86921,77.65452",12.86921,77.65452,130,279,19,33,Electronic City,0.7895
"12.96643,77.64068",12.96643,77.640683,131,279,17,38,Jeevanbheemanagar,0.79
"12.92799,77.58533",12.927994,77.585332,138,279,3,52,Jayanagara,0.7906
"12.98226,77.55996",12.982256,77.559963,139,278,0,54,Rajajinagar,0.7912
"12.98,77.57149",12.979995,77.571494,135,277,7,60,Sheshadripuram,0.7917
"12.96417,77.55535",12.964169,77.555351,118,276,40,28,Magadi Road,0.7922
"12.96869,77.71218",12.968691,77.712177,132,275,11,45,HAL Old Airport,0.7927
"13.00487,77.68681",13.004866,77.686808,134,273,5,38,K.R. Pura,0.7933
"12.98226,77.56227",12.982256,77.562269,135,272,2,38,Magadi Road,0.7938
"12.9393,77.52306",12.939299,77.523063,129,271,13,28,Byatarayanapura,0.7944
"13.05687,77.58994",13.056867,77.589945,133,271,5,49,Kodigehalli,0.7949
"12.97095,77.59456",12.970952,77.594557,124,270,22,44,Cubbon Park,0.7954
"12.95965,77.50922",12.959647,77.509225,131,268,6,62,Jnanabharathi,0.796
"13.032,77.58764",13.031997,77.587638,133,266,0,55,Hebbala,0.7965
"12.92347,77.67528",12.923472,77.675277,133,266,0,49,Bellandur,0.7971
"12.97773,77.55304",12.977734,77.553044,130,266,6,53,Magadi Road,0.7976
"12.9913,77.58994",12.9913,77.589945,133,266,0,16,High ground,0.7981
"12.97321,77.56919",12.973213,77.569188,125,265,15,52,Chamarajpet,0.7987
"12.92573,77.61762",12.925733,77.61762,132,264,0,20,Madiwala,0.7992
"12.94608,77.57841",12.946081,77.578413,129,260,2,30,Basavanagudi,0.7997
"13.09756,77.58764",13.097564,77.587638,128,259,3,23,Yelahanka,0.8003
"12.95965,77.6453",12.959647,77.645295,125,257,7,53,Jeevanbheemanagar,0.8008
"12.98,77.57611",12.979995,77.576107,127,257,3,44,High ground,0.8013
"12.98678,77.57611",12.986778,77.576107,124,256,8,43,Sheshadripuram,0.8018
"12.94156,77.57149",12.941559,77.571494,128,256,0,48,Basavanagudi,0.8023
"12.9393,77.57149",12.939299,77.571494,127,254,0,20,Basavanagudi,0.8028
"13.09756,77.59686",13.097564,77.596863,123,253,7,53,Yelahanka,0.8034
"12.90991,77.57149",12.909906,77.571494,123,252,6,42,J.P. Nagar,0.8039
"12.96869,77.54382",12.968691,77.543819,126,252,0,24,Vijayanagara,0.8044
"12.95512,77.5738",12.955125,77.573801,126,252,0,26,V.V.Puram (C.Pet),0.8049
"12.91669,77.59456",12.916689,77.594557,103,250,44,17,Jayanagara,0.8053
"12.97095,77.61993",12.970952,77.619926,121,250,8,49,Halasur,0.8058
"12.96417,77.64068",12.964169,77.640683,109,247,29,28,Jeevanbheemanagar,0.8063
"12.91217,77.67989",12.912167,77.679889,122,245,1,52,Bellandur,0.8068
"13.03426,77.62454",13.034258,77.624539,122,244,0,17,K.G. Halli,0.8073
"12.98904,77.60148",12.989039,77.601476,122,244,0,28,Shivajinagar,0.8078
"12.96869,77.5369",12.968691,77.5369,120,243,3,44,Vijayanagara,0.8083
"12.98,77.55304",12.979995,77.553044,116,243,11,58,Magadi Road,0.8087
"13.06365,77.58764",13.06365,77.587638,115,243,13,38,Kodigehalli,0.8092
"12.97773,77.60148",12.977734,77.601476,116,242,10,44,Shivajinagar,0.8097
"13.03878,77.58764",13.038779,77.587638,119,241,3,46,Kodigehalli,0.8102
"12.99808,77.62454",12.998083,77.624539,117,236,2,24,Pulikeshinagar(F.Town),0.8107
"12.9913,77.56919",12.9913,77.569188,117,236,2,54,Malleshwaram,0.8111
"13.03426,77.62223",13.034258,77.622232,117,234,0,19,K.G. Halli,0.8116
"12.90538,77.69603",12.905385,77.696033,116,232,0,22,Bellandur,0.8121
"12.98,77.57841",12.979995,77.578413,113,231,5,37,Upparpet,0.8126
"12.91217,77.58533",12.912167,77.585332,107,230,16,39,J.P. Nagar,0.813
"12.91895,77.61993",12.91895,77.619926,103,230,24,40,Madiwala,0.8134
"12.93026,77.58533",12.930255,77.585332,114,230,2,39,Jayanagara,0.8139
"13.03426,77.55535",13.034258,77.555351,107,229,15,27,Yeshwanthpura,0.8143
"12.99582,77.6107",12.995822,77.610701,114,229,1,31,Pulikeshinagar(F.Town),0.8148
"12.9913,77.55766",12.9913,77.557657,114,228,0,11,Rajajinagar,0.8153
"12.96869,77.63607",12.968691,77.63607,114,228,0,37,Jeevanbheemanagar,0.8157
"12.92799,77.67758",12.927994,77.677583,114,228,0,28,Bellandur,0.8162
"12.97547,77.58303",12.975473,77.583026,111,227,5,48,Upparpet,0.8167
"12.98,77.59225",12.979995,77.592251,113,227,1,27,Cubbon Park,0.8171
"12.9913,77.57149",12.9913,77.571494,113,227,1,40,Sheshadripuram,0.8176
"13.0433,77.50692",13.043301,77.506919,112,226,2,45,Chikkabanavara,0.8181
"12.96191,77.73293",12.961908,77.732934,84,225,57,16,Whitefield,0.8184
"12.98,77.58764",12.979995,77.587638,110,224,4,31,Cubbon Park,0.8189
"12.96643,77.71448",12.96643,77.714483,110,224,4,22,HAL Old Airport,0.8193
"12.97321,77.6084",12.973213,77.608395,111,224,2,34,Ashok Nagar,0.8198
"12.97773,77.64068",12.977734,77.640683,106,223,11,25,Jeevanbheemanagar,0.8202
"12.96417,77.58533",12.964169,77.585332,110,221,1,34,Halasuru Gate,0.8206
"13.04556,77.5",13.045562,77.5,109,221,3,9,Peenya,0.8211
"12.97773,77.58994",12.977734,77.589945,99,221,23,28,Cubbon Park,0.8215
"13.05687,77.59225",13.056867,77.592251,109,221,3,35,Kodigehalli,0.822
"12.98,77.55535",12.979995,77.555351,102,220,16,54,Magadi Road,0.8224
"12.97095,77.50692",12.970952,77.506919,95,220,30,44,Jnanabharathi,0.8228
"13.02521,77.54151",13.025214,77.541513,109,219,1,29,Yeshwanthpura,0.8232
"12.97321,77.70987",12.973213,77.709871,108,218,2,16,Mahadevapura,0.8237
"12.91669,77.57611",12.916689,77.576107,104,218,10,32,Jayanagara,0.8241
"13.02069,77.59225",13.020692,77.592251,108,217,1,20,R.T. Nagar,0.8245
"12.97095,77.59225",12.970952,77.592251,106,217,5,22,Cubbon Park,0.825
"12.93704,77.70065",12.937038,77.700646,100,215,15,18,HAL Old Airport,0.8254
"12.98904,77.55535",12.989039,77.555351,107,214,0,27,Rajajinagar,0.8258
"12.99808,77.58072",12.998083,77.58072,106,213,1,22,Sheshadripuram,0.8262
"12.98904,77.59225",12.989039,77.592251,105,212,2,47,High ground,0.8267
"13.02521,77.57611",13.025214,77.576107,104,212,4,32,Sadashivanagar,0.8271
"12.91217,77.67758",12.912167,77.677583,104,210,2,39,Bellandur,0.8275
"12.90538,77.63146",12.905385,77.631458,105,210,0,27,HSR Layout,0.828
"13.02069,77.63607",13.020692,77.63607,104,208,0,20,Banaswadi,0.8284
"13.01843,77.55535",13.018431,77.555351,97,207,13,32,Yeshwanthpura,0.8288
"12.93252,77.6107",12.932516,77.610701,91,204,22,33,Adugodi,0.8292
"13.00487,77.57841",13.004866,77.578413,93,203,17,29,Sadashivanagar,0.8295
"12.98678,77.58994",12.986778,77.589945,101,202,0,30,High ground,0.83
"12.93478,77.58303",12.934777,77.583026,101,202,0,19,Wilson Garden,0.8304
"13.05687,77.54612",13.056867,77.546125,99,201,3,47,Jalahalli,0.8308
"12.97095,77.62454",12.970952,77.624539,100,201,1,46,Halasur,0.8312
"12.9506,77.60609",12.950603,77.606089,100,201,1,22,Ashok Nagar,0.8316
"12.98452,77.60148",12.984517,77.601476,81,201,39,31,Shivajinagar,0.8319
"12.90312,77.70295",12.903124,77.702952,100,200,0,47,Bellandur,0.8324
"12.9913,77.64991",12.9913,77.649908,70,198,58,6,Banaswadi,0.8326
"12.98678,77.55535",12.986778,77.555351,99,198,0,48,Rajajinagar,0.833
"13.05234,77.59225",13.052345,77.592251,99,198,0,6,Kodigehalli,0.8335
"12.95512,77.57841",12.955125,77.578413,94,196,8,33,City Market,0.8338
"12.96643,77.71679",12.96643,77.71679,98,196,0,26,HAL Old Airport,0.8342
"12.97773,77.54382",12.977734,77.543819,97,195,1,39,Magadi Road,0.8346
"12.97095,77.61301",12.970952,77.613007,97,194,0,35,Halasur,0.835
"12.9913,77.65221",12.9913,77.652214,65,194,64,3,Banaswadi,0.8353
"12.98904,77.50231",12.989039,77.502306,92,193,9,51,Kamakshipalya,0.8357
"12.96869,77.57841",12.968691,77.578413,96,193,1,34,City Market,0.8361
"12.96869,77.6476",12.968691,77.647601,84,192,24,33,Jeevanbheemanagar,0.8364
"12.92573,77.58072",12.925733,77.58072,96,192,0,35,Jayanagara,0.8368
"12.95739,77.66836",12.957386,77.668358,94,189,1,19,HAL Old Airport,0.8372
"12.92799,77.67989",12.927994,77.679889,94,188,0,32,Bellandur,0.8376
"12.90991,77.64299",12.909906,77.642989,94,188,0,15,HSR Layout,0.838
"12.95965,77.58303",12.959647,77.583026,92,188,4,24,Halasuru Gate,0.8384
"12.99808,77.68681",12.998083,77.686808,83,187,21,37,Mahadevapura,0.8387
"12.98678,77.57149",12.986778,77.571494,93,187,1,17,Sheshadripuram,0.8391
"12.98452,77.55996",12.984517,77.559963,93,186,0,18,Rajajinagar,0.8395
"12.98452,77.73293",12.984517,77.732934,91,186,4,21,Whitefield,0.8398
"12.93478,77.6107",12.934777,77.610701,84,186,18,19,Adugodi,0.8402
"12.98678,77.73524",12.986778,77.73524,81,184,22,12,Whitefield,0.8405
"12.92573,77.58303",12.925733,77.583026,92,184,0,37,Jayanagara,0.8409
"12.91669,77.67066",12.916689,77.670664,79,184,26,38,Bellandur,0.8412
"13.04104,77.51384",13.04104,77.513838,87,182,8,31,Peenya,0.8416
"12.93704,77.59225",12.937038,77.592251,91,182,0,58,Wilson Garden,0.8419
"12.87599,77.6453",12.875993,77.645295,90,180,0,31,Hulimavu,0.8423
"12.98452,77.5369",12.984517,77.5369,89,180,2,16,Kamakshipalya,0.8427
"13.14278,77.61762",13.142782,77.61762,88,180,4,17,Chikkajala,0.843
"12.93026,77.51384",12.930255,77.513838,77,180,26,30,Kengeri,0.8434
"12.89634,77.63376",12.896341,77.633764,89,179,1,20,HSR Layout,0.8437
"12.96191,77.6476",12.961908,77.647601,89,178,0,22,Jeevanbheemanagar,0.8441
"12.93026,77.60378",12.930255,77.603782,87,177,3,35,Mico Layout,0.8445
"12.98226,77.61301",12.982256,77.613007,88,177,1,19,Pulikeshinagar(F.Town),0.8448
"12.96643,77.70065",12.96643,77.700646,68,177,41,31,HAL Old Airport,0.8451
"12.96643,77.58533",12.96643,77.585332,87,176,2,39,Halasuru Gate,0.8455
"12.90765,77.60148",12.907646,77.601476,87,175,1,12,Mico Layout,0.8458
"13.02069,77.63838",13.020692,77.638376,87,175,1,36,Banaswadi,0.8462
"13.05461,77.50692",13.054606,77.506919,87,174,0,46,Chikkabanavara,0.8465
"13.00487,77.52537",13.004866,77.525369,72,174,30,34,Rajajinagar,0.8468
"13.02069,77.53229",13.020692,77.532288,83,174,8,47,Yeshwanthpura,0.8472
"12.92573,77.54843",12.925733,77.548432,82,174,10,20,Banashankari,0.8475
"12.93252,77.58303",12.932516,77.583026,86,174,2,16,Jayanagara,0.8479
"12.90765,77.54843",12.907646,77.548432,62,173,49,21,K.S. Layout,0.8481
"12.92799,77.6084",12.927994,77.608395,61,173,51,33,Mico Layout,0.8484
"12.98678,77.55304",12.986778,77.553044,86,172,0,31,Rajajinagar,0.8487
"12.98452,77.59225",12.984517,77.592251,84,170,2,34,Cubbon Park,0.8491
"12.90086,77.67528",12.900863,77.675277,85,170,0,39,Bellandur,0.8494
"12.95286,77.59225",12.952864,77.592251,85,170,0,42,Wilson Garden,0.8498
"12.94608,77.58764",12.946081,77.587638,83,169,3,18,Wilson Garden,0.8501
"12.96643,77.59917",12.96643,77.59917,82,169,5,32,Ashok Nagar,0.8504
"12.91217,77.6084",12.912167,77.608395,84,168,0,20,Mico Layout,0.8508
"12.85338,77.66375",12.853383,77.663745,62,168,44,17,Electronic City,0.851
"12.89408,77.59917",12.89408,77.59917,84,168,0,16,J.P. Nagar,0.8514
"13.00034,77.59456",13.000344,77.594557,83,167,1,13,R.T. Nagar,0.8517
"13.09756,77.57611",13.097564,77.576107,83,166,0,18,Yelahanka,0.8521
"12.97321,77.60378",12.973213,77.603782,83,166,0,16,Cubbon Park,0.8524
"13.03652,77.58764",13.036519,77.587638,82,164,0,30,Hebbala,0.8527
"13.18348,77.6822",13.183479,77.682196,82,164,0,20,Chikkajala,0.8531
"13.18348,77.68681",13.183479,77.686808,81,163,1,22,Chikkajala,0.8534
"12.96417,77.54151",12.964169,77.541513,81,162,0,17,Vijayanagara,0.8537
"12.99582,77.6084",12.995822,77.608395,80,162,2,22,Pulikeshinagar(F.Town),0.8541
"12.97095,77.62915",12.970952,77.629151,54,161,53,2,Halasur,0.8543
"13.03652,77.5738",13.036519,77.573801,80,161,1,15,Kodigehalli,0.8546
"12.96643,77.65683",12.96643,77.656827,78,161,5,9,Jeevanbheemanagar,0.8549
"12.97321,77.62454",12.973213,77.624539,73,161,15,44,Halasur,0.8552
"12.96643,77.59225",12.96643,77.592251,72,158,14,22,Halasuru Gate,0.8555
"12.93704,77.57841",12.937038,77.578413,79,158,0,25,Basavanagudi,0.8559
"12.93704,77.62684",12.937038,77.626845,78,157,1,50,Adugodi,0.8562
"12.98678,77.55074",12.986778,77.550738,78,156,0,36,Rajajinagar,0.8565
"12.99356,77.6107",12.993561,77.610701,78,156,0,22,Pulikeshinagar(F.Town),0.8568
"13.05913,77.57611",13.059128,77.576107,77,156,2,32,Kodigehalli,0.8571
"12.98,77.59917",12.979995,77.59917,77,156,2,17,Shivajinagar,0.8575
"13.18348,77.6845",13.183479,77.684502,77,155,1,16,Chikkajala,0.8578
"12.95286,77.58994",12.952864,77.589945,77,155,1,53,Wilson Garden,0.8581
"12.91895,77.58303",12.91895,77.583026,77,155,1,43,Jayanagara,0.8584
"12.94834,77.71679",12.948342,77.71679,55,154,44,6,Whitefield,0.8586
"12.97095,77.71218",12.970952,77.712177,70,153,13,31,HAL Old Airport,0.8589
"12.92121,77.62223",12.921211,77.622232,76,153,1,15,Madiwala,0.8592
"12.88051,77.59456",12.880514,77.594557,76,152,0,44,J.P. Nagar,0.8595
"12.91669,77.59686",12.916689,77.596863,62,152,28,21,Jayanagara,0.8598
"12.9913,77.5738",12.9913,77.573801,75,151,1,36,Sheshadripuram,0.8601
"12.90538,77.54382",12.905385,77.543819,63,151,25,23,K.S. Layout,0.8604
"13.00487,77.61993",13.004866,77.619926,68,151,15,7,Pulikeshinagar(F.Town),0.8606
"12.98,77.62915",12.979995,77.629151,58,151,35,16,Halasur,0.8609
"12.81721,77.68911",12.817208,77.689114,66,150,18,16,Electronic City,0.8612
"12.95965,77.55996",12.959647,77.559963,69,150,12,13,Chamarajpet,0.8614
"12.92347,77.63146",12.923472,77.631458,68,150,14,38,Adugodi,0.8617
"12.98452,77.54843",12.984517,77.548432,74,150,2,24,Vijayanagara,0.862
"13.06139,77.59225",13.061389,77.592251,70,149,9,27,Kodigehalli,0.8623
"12.97773,77.63607",12.977734,77.63607,69,149,11,26,Jeevanbheemanagar,0.8626
"12.95286,77.58303",12.952864,77.583026,72,148,4,24,City Market,0.8629
"12.94156,77.74677",12.941559,77.746771,59,147,29,25,Whitefield,0.8631
"12.99356,77.69834",12.993561,77.698339,69,147,9,18,Mahadevapura,0.8634
"13.02521,77.58533",13.025214,77.585332,73,146,0,33,R.T. Nagar,0.8637
"12.94382,77.59686",12.94382,77.596863,73,146,0,28,Wilson Garden,0.864
"13.06365,77.58533",13.06365,77.585332,69,145,7,17,Kodigehalli,0.8643
"12.96417,77.55074",12.964169,77.550738,72,144,0,36,Magadi Road,0.8646
"12.9506,77.57611",12.950603,77.576107,71,144,2,23,V.V.Puram (C.Pet),0.8649
"12.92121,77.64991",12.921211,77.649908,72,144,0,33,HSR Layout,0.8652
"12.95739,77.56688",12.957386,77.566882,60,144,24,18,Chamarajpet,0.8654
"12.91443,77.57149",12.914428,77.571494,70,144,4,27,K.S. Layout,0.8657
"12.97095,77.60378",12.970952,77.603782,54,144,36,16,Ashok Nagar,0.8659
"12.98226,77.55304",12.982256,77.553044,70,142,2,36,Rajajinagar,0.8662
"12.97321,77.5369",12.973213,77.5369,67,142,8,26,Vijayanagara,0.8665
"13.0953,77.59686",13.095303,77.596863,71,142,0,14,Yelahanka,0.8668
"12.97547,77.55535",12.975473,77.555351,69,140,2,36,Magadi Road,0.8671
"12.81947,77.68681",12.819469,77.686808,52,140,36,14,Electronic City,0.8673
"12.8873,77.63838",12.887297,77.638376,69,139,1,36,Hulimavu,0.8676
"13.00487,77.59225",13.004866,77.592251,68,139,3,42,R.T. Nagar,0.8679
"12.93252,77.61301",12.932516,77.613007,69,138,0,23,Adugodi,0.8681
"12.95739,77.65452",12.957386,77.65452,56,137,25,23,Jeevanbheemanagar,0.8684
"13.0026,77.52537",13.002605,77.525369,51,137,35,26,Rajajinagar,0.8686
"12.94608,77.53229",12.946081,77.532288,51,136,34,23,Byatarayanapura,0.8688
"12.97547,77.59917",12.975473,77.59917,68,136,0,11,Cubbon Park,0.8691
"13.00713,77.57841",13.007126,77.578413,59,136,18,22,Sadashivanagar,0.8693
"12.9913,77.65913",12.9913,77.659133,68,136,0,21,Banaswadi,0.8696
"12.92799,77.69373",12.927994,77.693727,58,135,19,17,Bellandur,0.8698
"12.98226,77.59917",12.982256,77.59917,67,134,0,18,Shivajinagar,0.8701
"12.94608,77.58994",12.946081,77.589945,67,134,0,19,Wilson Garden,0.8704
"12.90991,77.58533",12.909906,77.585332,63,134,8,34,J.P. Nagar,0.8706
"12.95739,77.64299",12.957386,77.642989,67,134,0,35,Jeevanbheemanagar,0.8709
"12.92347,77.67297",12.923472,77.67297,62,133,9,26,Bellandur,0.8712
"12.96417,77.54843",12.964169,77.548432,64,133,5,38,Magadi Road,0.8714
"12.91669,77.5738",12.916689,77.573801,66,133,1,39,Jayanagara,0.8717
"12.97547,77.61993",12.975473,77.619926,62,133,9,29,Halasur,0.872
"12.9506,77.58994",12.950603,77.589945,65,133,3,29,Wilson Garden,0.8722
"12.91443,77.64991",12.914428,77.649908,66,132,0,39,HSR Layout,0.8725
"13.24452,77.71218",13.244524,77.712177,63,132,6,25,Devanahalli Airport,0.8728
"12.95512,77.73063",12.955125,77.730627,59,131,13,20,Whitefield,0.873
"12.9913,77.6084",12.9913,77.608395,64,130,2,34,Pulikeshinagar(F.Town),0.8733
"13.03878,77.51614",13.038779,77.516144,62,129,5,31,Peenya,0.8735
"12.92573,77.57841",12.925733,77.578413,63,128,2,26,Jayanagara,0.8738
"12.98904,77.50692",12.989039,77.506919,61,128,6,24,Kamakshipalya,0.874
"12.92347,77.58533",12.923472,77.585332,47,128,34,12,Jayanagara,0.8742
"12.94834,77.52076",12.948342,77.520756,47,127,33,7,Byatarayanapura,0.8744
"12.98,77.62684",12.979995,77.626845,47,127,33,12,Halasur,0.8746
"12.92347,77.69373",12.923472,77.693727,50,127,27,10,Bellandur,0.8748
"13.05461,77.54612",13.054606,77.546125,63,127,1,32,Jalahalli,0.8751
"13.05913,77.64991",13.059128,77.649908,63,126,0,11,Hennuru,0.8753
"12.99582,77.57149",12.995822,77.571494,63,126,0,19,Malleshwaram,0.8756
"12.96869,77.6084",12.968691,77.608395,63,126,0,23,Ashok Nagar,0.8758
"12.98452,77.60609",12.984517,77.606089,63,126,0,17,Shivajinagar,0.8761
"12.97321,77.53921",12.973213,77.539207,63,126,0,13,Vijayanagara,0.8764
"13.01617,77.55766",13.01617,77.557657,58,125,9,31,Yeshwanthpura,0.8766
"12.99808,77.67297",12.998083,77.67297,61,125,3,33,Banaswadi,0.8769
"12.94834,77.57611",12.948342,77.576107,62,124,0,24,V.V.Puram (C.Pet),0.8771
"12.91669,77.64991",12.916689,77.649908,62,124,0,31,HSR Layout,0.8774
"12.92573,77.63146",12.925733,77.631458,57,123,9,21,Adugodi,0.8776
"12.96191,77.58764",12.961908,77.587638,60,122,2,37,Halasuru Gate,0.8778
"12.83982,77.64991",12.839818,77.649908,60,122,2,33,Electronic City,0.8781
"12.92347,77.6084",12.923472,77.608395,42,122,38,25,Mico Layout,0.8783
"13.08174,77.63607",13.081737,77.63607,51,120,18,21,Hennuru,0.8785
"12.95512,77.70756",12.955125,77.707565,60,120,0,12,HAL Old Airport,0.8787
"12.92121,77.58072",12.921211,77.58072,60,120,0,7,Jayanagara,0.879
"13.00034,77.52537",13.000344,77.525369,47,120,26,22,Rajajinagar,0.8792
"12.98678,77.55766",12.986778,77.557657,60,120,0,21,Rajajinagar,0.8794
"13.01843,77.59225",13.018431,77.592251,60,120,0,15,R.T. Nagar,0.8797
"12.97321,77.6107",12.973213,77.610701,59,120,2,25,Ashok Nagar,0.8799
"12.99808,77.57149",12.998083,77.571494,59,118,0,18,Malleshwaram,0.8801
"12.95965,77.63838",12.959647,77.638376,59,118,0,23,Halasur,0.8804
"12.90538,77.54151",12.905385,77.541513,59,118,0,28,K.S. Layout,0.8806
"12.96191,77.71448",12.961908,77.714483,59,118,0,23,HAL Old Airport,0.8809
"13.04556,77.57149",13.045562,77.571494,59,118,0,27,Kodigehalli,0.8811
"12.99582,77.55766",12.995822,77.557657,57,116,2,17,Rajajinagar,0.8813
"12.91669,77.67297",12.916689,77.67297,55,116,6,30,Bellandur,0.8816
"12.9913,77.59225",12.9913,77.592251,58,116,0,19,High ground,0.8818
"12.89408,77.67528",12.89408,77.675277,58,116,0,8,Bellandur,0.882
"12.93478,77.70295",12.934777,77.702952,49,116,18,25,HAL Old Airport,0.8822
"12.93478,77.60378",12.934777,77.603782,47,115,21,15,Mico Layout,0.8824
"12.95965,77.56227",12.959647,77.562269,46,115,23,15,Chamarajpet,0.8826
"12.98226,77.75138",12.982256,77.751384,50,115,15,16,Whitefield,0.8828
"12.97773,77.71218",12.977734,77.712177,44,115,27,3,Mahadevapura,0.883
"13.06365,77.58994",13.06365,77.589945,56,114,2,13,Kodigehalli,0.8832
"12.98678,77.60148",12.986778,77.601476,57,114,0,14,Shivajinagar,0.8835
"12.99582,77.61531",12.995822,77.615314,57,114,0,21,Pulikeshinagar(F.Town),0.8837
"12.90765,77.53229",12.907646,77.532288,39,113,35,20,K.S. Layout,0.8839
"12.91443,77.58533",12.914428,77.585332,54,113,5,25,J.P. Nagar,0.8841
"12.94156,77.62223",12.941559,77.622232,55,113,3,29,Adugodi,0.8843
"12.97547,77.63838",12.975473,77.638376,55,112,2,11,Jeevanbheemanagar,0.8846
"12.98226,77.57841",12.982256,77.578413,55,112,2,27,High ground,0.8848
